id,class_type,mel_id
0f746594-9aa2-4681-addd-bea6230b9027.wav,1,0f746594-9aa2-4681-addd-bea6230b9027.pt
0f8fb3e0-1a30-4bd3-982a-24342a0bdc70.wav,1,0f8fb3e0-1a30-4bd3-982a-24342a0bdc70.pt
0fb29015-89a1-46ff-80ee-ffa4ec1f1564.wav,1,0fb29015-89a1-46ff-80ee-ffa4ec1f1564.pt
0fb681c9-dee3-44a1-ba9d-05418c481a2a.wav,1,0fb681c9-dee3-44a1-ba9d-05418c481a2a.pt
101aa833-1f8e-4a11-af73-901919831954.wav,1,101aa833-1f8e-4a11-af73-901919831954.pt
101e705d-8254-460c-8d5b-10f8c147dd96.wav,1,101e705d-8254-460c-8d5b-10f8c147dd96.pt
1081144f-560d-40ec-ad07-52e1c62a2f78.wav,1,1081144f-560d-40ec-ad07-52e1c62a2f78.pt
1084d790-fc11-4649-b0fb-159d8a6d84b4.wav,1,1084d790-fc11-4649-b0fb-159d8a6d84b4.pt
10a416c8-a323-41e5-ba84-889a31485945.wav,1,10a416c8-a323-41e5-ba84-889a31485945.pt
10cb01b7-efad-47f3-8ada-71b1a684a1fa.wav,1,10cb01b7-efad-47f3-8ada-71b1a684a1fa.pt
10f9b814-9755-4734-8c3b-c627430ac920.wav,1,10f9b814-9755-4734-8c3b-c627430ac920.pt
1125e750-cdfc-44e6-ad68-0c363a6af003.wav,1,1125e750-cdfc-44e6-ad68-0c363a6af003.pt
116f08b7-2404-4d19-8b07-977fc4581803.wav,1,116f08b7-2404-4d19-8b07-977fc4581803.pt
118aa082-0f0c-4c42-a15d-30144d8ff97f.wav,1,118aa082-0f0c-4c42-a15d-30144d8ff97f.pt
11968e67-7b42-4c5c-bd36-9382c0cc8d69.wav,1,11968e67-7b42-4c5c-bd36-9382c0cc8d69.pt
12041498-3ab8-43fc-8d2b-31f89de3d453.wav,1,12041498-3ab8-43fc-8d2b-31f89de3d453.pt
12881ff3-b042-4ea2-b1b4-5fba85525523.wav,1,12881ff3-b042-4ea2-b1b4-5fba85525523.pt
133a0e5b-8b8c-41f3-ba06-393e46b6f204.wav,1,133a0e5b-8b8c-41f3-ba06-393e46b6f204.pt
1360cb4c-63ee-40c3-b111-0c581c08c0b0.wav,1,1360cb4c-63ee-40c3-b111-0c581c08c0b0.pt
13b51038-4b8f-4143-be63-a9caf15731fc.wav,1,13b51038-4b8f-4143-be63-a9caf15731fc.pt
13ddcdda-6ec1-458f-938c-9f0515a9b642.wav,1,13ddcdda-6ec1-458f-938c-9f0515a9b642.pt
14100010-45c0-4722-a2bc-48225d9c15e0.wav,1,14100010-45c0-4722-a2bc-48225d9c15e0.pt
14110b08-6263-49cb-aef6-63db4ae4e10a.wav,1,14110b08-6263-49cb-aef6-63db4ae4e10a.pt
143649de-eec9-4efc-9763-f8e52a38b9fa.wav,1,143649de-eec9-4efc-9763-f8e52a38b9fa.pt
14669bee-e7a6-4a4b-9fd1-16f5c9ab39e2.wav,1,14669bee-e7a6-4a4b-9fd1-16f5c9ab39e2.pt
14a9162b-aacc-41e9-8440-be97f8fb9dca.wav,1,14a9162b-aacc-41e9-8440-be97f8fb9dca.pt
14d9315c-b0a7-4cc7-a869-c05ef38ddf7c.wav,1,14d9315c-b0a7-4cc7-a869-c05ef38ddf7c.pt
14dd2677-ee4e-4998-beef-06c8c9590743.wav,1,14dd2677-ee4e-4998-beef-06c8c9590743.pt
14e46d23-19a5-4b5b-9c1e-e9711b1eafc7.wav,1,14e46d23-19a5-4b5b-9c1e-e9711b1eafc7.pt
151d392b-f1bb-4dbe-ab8b-5462f2a6d9a9.wav,1,151d392b-f1bb-4dbe-ab8b-5462f2a6d9a9.pt
1522f7a3-8aa6-41ba-82ae-01d5c0f62dd1.wav,1,1522f7a3-8aa6-41ba-82ae-01d5c0f62dd1.pt
15266e23-7202-4445-b150-c1e34b78b882.wav,1,15266e23-7202-4445-b150-c1e34b78b882.pt
1576a9cd-4893-4d05-bc38-8620e3087ccb.wav,1,1576a9cd-4893-4d05-bc38-8620e3087ccb.pt
1595c894-9b9d-4359-bd7a-a6e752653ad9.wav,1,1595c894-9b9d-4359-bd7a-a6e752653ad9.pt
15983d23-8ab0-4d53-a8fb-e8fda1ea610c.wav,1,15983d23-8ab0-4d53-a8fb-e8fda1ea610c.pt
15a2df04-2217-4809-89de-c07108a475c8.wav,1,15a2df04-2217-4809-89de-c07108a475c8.pt
16126019-6fb8-425d-b52a-a741cb0d3c0a.wav,1,16126019-6fb8-425d-b52a-a741cb0d3c0a.pt
163ffa20-8a68-4fb9-88d6-c8944ab1c30f.wav,1,163ffa20-8a68-4fb9-88d6-c8944ab1c30f.pt
164ff16d-2af8-4724-9a57-3b3bd7e17839.wav,1,164ff16d-2af8-4724-9a57-3b3bd7e17839.pt
16549cce-5fab-46ff-ae4b-e2c5eca2e74f.wav,1,16549cce-5fab-46ff-ae4b-e2c5eca2e74f.pt
16788cf1-5d7c-4510-a0ca-ebe34b359ca4.wav,1,16788cf1-5d7c-4510-a0ca-ebe34b359ca4.pt
16a97bf1-e0dc-4b30-af80-efe06419300a.wav,1,16a97bf1-e0dc-4b30-af80-efe06419300a.pt
16b16ff5-e875-4f0f-ad76-bd7ba27faca6.wav,1,16b16ff5-e875-4f0f-ad76-bd7ba27faca6.pt
16badf2d-33c8-4435-bf48-b29fa29f0a47.wav,1,16badf2d-33c8-4435-bf48-b29fa29f0a47.pt
170eddb5-48fb-469c-846d-33d424405617.wav,1,170eddb5-48fb-469c-846d-33d424405617.pt
172e4f12-542e-4152-b3e6-a3285c489753.wav,1,172e4f12-542e-4152-b3e6-a3285c489753.pt
1764f23b-f731-4068-b8d5-5d2ab6f3df61.wav,1,1764f23b-f731-4068-b8d5-5d2ab6f3df61.pt
17b68f3a-7dbb-41b3-9b1b-78bb8dda7609.wav,1,17b68f3a-7dbb-41b3-9b1b-78bb8dda7609.pt
1863c552-45be-42e5-8f04-9b75e0cae378.wav,1,1863c552-45be-42e5-8f04-9b75e0cae378.pt
1876a19a-0e14-42e6-b6d4-73b2cbbd6bbe.wav,1,1876a19a-0e14-42e6-b6d4-73b2cbbd6bbe.pt
18fdfe59-82fe-4869-9ced-6e752aa20d79.wav,1,18fdfe59-82fe-4869-9ced-6e752aa20d79.pt
194584e5-fa76-4a88-a7ab-073095aab3cc.wav,1,194584e5-fa76-4a88-a7ab-073095aab3cc.pt
19a50439-6b34-484d-888d-75f45a3c080d.wav,1,19a50439-6b34-484d-888d-75f45a3c080d.pt
19a75f25-d496-4ecd-9ce0-1ecb6be0d83d.wav,1,19a75f25-d496-4ecd-9ce0-1ecb6be0d83d.pt
19b219a7-52e6-4842-9aa7-ff15bc8f3921.wav,1,19b219a7-52e6-4842-9aa7-ff15bc8f3921.pt
19ba0f7d-2a34-4b43-a9d2-e97598431453.wav,1,19ba0f7d-2a34-4b43-a9d2-e97598431453.pt
19cb6e8b-d747-4770-8770-9211d31f2fc6.wav,1,19cb6e8b-d747-4770-8770-9211d31f2fc6.pt
1a2ff93b-f297-4194-9455-ec1efcf5f91c.wav,1,1a2ff93b-f297-4194-9455-ec1efcf5f91c.pt
1ada3887-ea67-4c63-ba74-8e0c42b5ff78.wav,1,1ada3887-ea67-4c63-ba74-8e0c42b5ff78.pt
1adcbe99-5c3b-4e50-bab9-94c8c8908a34.wav,1,1adcbe99-5c3b-4e50-bab9-94c8c8908a34.pt
1ae6e5f5-8506-4282-935f-41248f800700.wav,1,1ae6e5f5-8506-4282-935f-41248f800700.pt
1b0b6bde-cd4a-47b7-a365-cff01b91d19d.wav,1,1b0b6bde-cd4a-47b7-a365-cff01b91d19d.pt
1b25273d-6761-47f7-b1e3-36ed0d0b4701.wav,1,1b25273d-6761-47f7-b1e3-36ed0d0b4701.pt
1b2c13c5-bbc2-4aa1-99b5-82f91efb7c67.wav,1,1b2c13c5-bbc2-4aa1-99b5-82f91efb7c67.pt
1b6df97a-3677-488e-82d7-8b8bd126e0a5.wav,1,1b6df97a-3677-488e-82d7-8b8bd126e0a5.pt
1ba36c5a-542c-4164-aa43-b1f01f23f94d.wav,1,1ba36c5a-542c-4164-aa43-b1f01f23f94d.pt
1bb57b2e-057c-4afb-b8b7-3864621504d1.wav,1,1bb57b2e-057c-4afb-b8b7-3864621504d1.pt
1bee1cf7-77f6-4d9d-8a4f-3eeea98f21da.wav,1,1bee1cf7-77f6-4d9d-8a4f-3eeea98f21da.pt
1c36d6f7-0726-405f-b580-0c74edb70bdb.wav,1,1c36d6f7-0726-405f-b580-0c74edb70bdb.pt
1c5b89d1-869f-4e58-baaa-18abde47e218.wav,1,1c5b89d1-869f-4e58-baaa-18abde47e218.pt
1cc01044-41fe-4bf3-a6bd-e6f3efdb1673.wav,1,1cc01044-41fe-4bf3-a6bd-e6f3efdb1673.pt
1cc88f3a-3529-4cb8-a167-fc0cb5b0bfb6.wav,1,1cc88f3a-3529-4cb8-a167-fc0cb5b0bfb6.pt
1d29ed0d-0fae-4656-b886-75aee4a250f8.wav,1,1d29ed0d-0fae-4656-b886-75aee4a250f8.pt
1d692b3d-f3f4-4ffe-bfaf-d62f88c47bb8.wav,1,1d692b3d-f3f4-4ffe-bfaf-d62f88c47bb8.pt
1ddba9bc-deaa-434f-b7af-f4cdd045780d.wav,1,1ddba9bc-deaa-434f-b7af-f4cdd045780d.pt
1e35ccdb-4d0c-4a40-884d-500fa21dae26.wav,1,1e35ccdb-4d0c-4a40-884d-500fa21dae26.pt
1e7bf53e-a2f0-4e3f-8004-4d95045f7ab6.wav,1,1e7bf53e-a2f0-4e3f-8004-4d95045f7ab6.pt
1eaa0c03-2ea8-4e2d-bb2a-91bb00c6e8cb.wav,1,1eaa0c03-2ea8-4e2d-bb2a-91bb00c6e8cb.pt
1ecfd17f-9dde-4b57-bbbf-cbeedc8b0f38.wav,1,1ecfd17f-9dde-4b57-bbbf-cbeedc8b0f38.pt
1ef3544d-a3d8-4058-af36-5d991d009276.wav,1,1ef3544d-a3d8-4058-af36-5d991d009276.pt
1f287912-8ec4-4e84-9a37-cb29c230e775.wav,1,1f287912-8ec4-4e84-9a37-cb29c230e775.pt
1f34380a-2560-438b-bd2a-6a73f31eedd0.wav,1,1f34380a-2560-438b-bd2a-6a73f31eedd0.pt
1f4a8ca4-ff65-4b29-bc10-c1b5e2fdc0e3.wav,1,1f4a8ca4-ff65-4b29-bc10-c1b5e2fdc0e3.pt
1f6ad366-e53e-43f9-aa25-e1d4343a6daf.wav,1,1f6ad366-e53e-43f9-aa25-e1d4343a6daf.pt
1fa84838-d1a4-415f-b969-058f0d9106d7.wav,1,1fa84838-d1a4-415f-b969-058f0d9106d7.pt
1fee4f6f-831e-4a0a-9b1c-21982bb3ec3b.wav,1,1fee4f6f-831e-4a0a-9b1c-21982bb3ec3b.pt
203e9801-400d-4082-bffb-bbe3c208f0e4.wav,1,203e9801-400d-4082-bffb-bbe3c208f0e4.pt
2047462a-c55b-428f-813b-ccca9162f448.wav,1,2047462a-c55b-428f-813b-ccca9162f448.pt
205fb49d-3bbb-48dd-967c-08a61882f31d.wav,1,205fb49d-3bbb-48dd-967c-08a61882f31d.pt
20602da6-a92f-40ad-81d2-1688f5f1fcde.wav,1,20602da6-a92f-40ad-81d2-1688f5f1fcde.pt
2098d4e9-c047-447a-a1de-8fe141307322.wav,1,2098d4e9-c047-447a-a1de-8fe141307322.pt
20bfd5f3-ede4-410c-b6d4-657dce41ca1e.wav,1,20bfd5f3-ede4-410c-b6d4-657dce41ca1e.pt
20ec0719-7d3c-4dcc-9583-5bd689adeba1.wav,1,20ec0719-7d3c-4dcc-9583-5bd689adeba1.pt
20ed7158-418d-4dae-b8d2-eeaf818353c4.wav,1,20ed7158-418d-4dae-b8d2-eeaf818353c4.pt
2132cfc5-2910-4014-bd51-e60183d1b167.wav,1,2132cfc5-2910-4014-bd51-e60183d1b167.pt
2141bff3-f3b1-4cfb-8c8a-159e115ba642.wav,1,2141bff3-f3b1-4cfb-8c8a-159e115ba642.pt
21519b33-26a1-48ab-95e9-290188d9d7ed.wav,1,21519b33-26a1-48ab-95e9-290188d9d7ed.pt
21582038-eca3-4517-a16f-c34db540341b.wav,1,21582038-eca3-4517-a16f-c34db540341b.pt
2177612b-2c6e-4812-8139-b5bd1c018526.wav,1,2177612b-2c6e-4812-8139-b5bd1c018526.pt
2184c33b-12e9-48ab-b20a-6a490cc09a7e.wav,1,2184c33b-12e9-48ab-b20a-6a490cc09a7e.pt
218f522f-d3b0-4370-a93f-e8a70d958950.wav,1,218f522f-d3b0-4370-a93f-e8a70d958950.pt
21aee478-6d13-45ea-be4d-4f29fd244798.wav,1,21aee478-6d13-45ea-be4d-4f29fd244798.pt
21c59934-3197-4eb0-9ef1-07e7d80b2275.wav,1,21c59934-3197-4eb0-9ef1-07e7d80b2275.pt
21d11877-1d60-4044-8ab3-19fc7aff2675.wav,1,21d11877-1d60-4044-8ab3-19fc7aff2675.pt
21f44649-bc32-4ade-83e2-3b5e15f84411.wav,1,21f44649-bc32-4ade-83e2-3b5e15f84411.pt
22023690-b1ba-4737-b026-9da38680fc1e.wav,1,22023690-b1ba-4737-b026-9da38680fc1e.pt
220f2b18-802a-42a8-94de-0acb83951729.wav,1,220f2b18-802a-42a8-94de-0acb83951729.pt
222fcb98-e58a-43ef-8881-5d0d35fa09b8.wav,1,222fcb98-e58a-43ef-8881-5d0d35fa09b8.pt
22cb791b-2eba-480f-9eb3-69018bd25a04.wav,1,22cb791b-2eba-480f-9eb3-69018bd25a04.pt
230bc15a-fa73-414f-b875-e6b3eefdc52e.wav,1,230bc15a-fa73-414f-b875-e6b3eefdc52e.pt
234f8882-920a-4b4a-807a-87d9f83f46df.wav,1,234f8882-920a-4b4a-807a-87d9f83f46df.pt
235dbf1e-8714-4069-a70e-30ca7018f9cf.wav,1,235dbf1e-8714-4069-a70e-30ca7018f9cf.pt
237e2988-26f6-4fc4-b847-ba06cee301a5.wav,1,237e2988-26f6-4fc4-b847-ba06cee301a5.pt
23997166-603e-48dd-8fad-454256261613.wav,1,23997166-603e-48dd-8fad-454256261613.pt
2457c496-0a45-4c4c-942f-5598c39c9b89.wav,1,2457c496-0a45-4c4c-942f-5598c39c9b89.pt
2489322b-0fbc-477d-81dd-2fd426524a1b.wav,1,2489322b-0fbc-477d-81dd-2fd426524a1b.pt
248acb98-7a1b-4fa5-ae54-e18bfcb1a1da.wav,1,248acb98-7a1b-4fa5-ae54-e18bfcb1a1da.pt
24b001fa-6361-4cda-88b0-66e0439a2c44.wav,1,24b001fa-6361-4cda-88b0-66e0439a2c44.pt
24c665af-cac1-4e1a-9436-7f773fb276fe.wav,1,24c665af-cac1-4e1a-9436-7f773fb276fe.pt
24cd5687-08d1-493f-bfc4-0564dc1ce82e.wav,1,24cd5687-08d1-493f-bfc4-0564dc1ce82e.pt
24dc7236-522f-4120-b76d-65538ab32b5b.wav,1,24dc7236-522f-4120-b76d-65538ab32b5b.pt
2533abc8-7d8f-4740-9867-a6467a05c12a.wav,1,2533abc8-7d8f-4740-9867-a6467a05c12a.pt
253839f3-141b-4c23-91e7-8d659d4add91.wav,1,253839f3-141b-4c23-91e7-8d659d4add91.pt
253f8d4b-198a-4058-a695-9f09b4a3efd6.wav,1,253f8d4b-198a-4058-a695-9f09b4a3efd6.pt
258d29a4-bad2-4f73-bf74-0559282d8bee.wav,1,258d29a4-bad2-4f73-bf74-0559282d8bee.pt
25b750e5-8a76-4c13-9fd8-851e45d1b5ed.wav,1,25b750e5-8a76-4c13-9fd8-851e45d1b5ed.pt
263de8bb-fa34-4b7d-a7c9-f27d995b330a.wav,1,263de8bb-fa34-4b7d-a7c9-f27d995b330a.pt
26fbb94f-6a7c-4781-bf61-14c2057898b8.wav,1,26fbb94f-6a7c-4781-bf61-14c2057898b8.pt
2701cd62-c65c-4094-8069-895d9c8107f8.wav,1,2701cd62-c65c-4094-8069-895d9c8107f8.pt
2759011b-668d-4063-9491-0c04cb7cba81.wav,1,2759011b-668d-4063-9491-0c04cb7cba81.pt
276b80cf-2966-4d70-ae9c-0139189155db.wav,1,276b80cf-2966-4d70-ae9c-0139189155db.pt
27876668-3239-42d2-8b90-ce3569cffb2a.wav,1,27876668-3239-42d2-8b90-ce3569cffb2a.pt
27a23047-925b-4b76-879b-eaeab82e0857.wav,1,27a23047-925b-4b76-879b-eaeab82e0857.pt
2841a6d5-a8bd-4546-a26c-cb418b7d1afe.wav,1,2841a6d5-a8bd-4546-a26c-cb418b7d1afe.pt
28632a0e-f38e-4195-a566-1cc3ad08e5b9.wav,1,28632a0e-f38e-4195-a566-1cc3ad08e5b9.pt
28ea275f-6863-4d7f-bdf0-e9137f11823a.wav,1,28ea275f-6863-4d7f-bdf0-e9137f11823a.pt
29d9bddc-31df-4210-8951-71939bcba7d3.wav,1,29d9bddc-31df-4210-8951-71939bcba7d3.pt
29f51d0c-b615-4c5b-9425-ad7607de0a60.wav,1,29f51d0c-b615-4c5b-9425-ad7607de0a60.pt
2a0eefa7-1477-4480-9ad4-a773675a6c8b.wav,1,2a0eefa7-1477-4480-9ad4-a773675a6c8b.pt
